Id,Nombre,Localidad,Ano,NoFamilias,NoPersonas,Ano_1,ExistenDesplazados,PorcentajeDesplazamiento,Fecha,Alcantarillado,Electricidad,Colegio,CAI,Gas,HospitalPublico,Transporte,IntervencionTecho,Coordenada,poligono,poligono_geojson
11,Divino Niño,Usme,1994,400,700,1994,Si,,2015-12-08T22:23:34.640Z,Si,Si,Si,No,Si,Si,Si,Si,POINT (-74.0977886111111 4.48620027777778),"POLYGON((-74.098519 4.486459,-74.0984326 4.486793,-74.098363 4.4873331,-74.0977514 4.4875043,-74.0969789 4.4877771,-74.0966033 4.487884,-74.0961689 4.4879856,-74.0959382 4.4879749,-74.096024 4.487654,-74.0960884 4.4874,-74.0962386 4.4872034,-74.0962922 4.4868164,-74.0962493 4.4866282,-74.0961313 4.4863951,-74.0961045 4.4862261,-74.0961205 4.486055,-74.0961796 4.48567,-74.0966731 4.4855094,-74.0970594 4.4853598,-74.0972953 4.4851406,-74.0975529 4.4849747,-74.0978104 4.4849159,-74.0978962 4.4848998,-74.0980625 4.4849052,-74.098379 4.4850015,-74.0985399 4.484948,-74.0986258 4.4848197,-74.0987331 4.4846967,-74.0996986 4.4850443,-74.1003585 4.4853117,-74.1000634 4.4856753,-74.0998918 4.4859267,-74.0997255 4.4859534,-74.0993017 4.4859962,-74.0986687 4.4863439,-74.098519 4.486459))","{""type"":""Polygon"",""coordinates"":[[[-74.098519,4.486459],[-74.0984326,4.486793],[-74.098363,4.4873331],[-74.0977514,4.4875043],[-74.0969789,4.4877771],[-74.0966033,4.487884],[-74.0961689,4.4879856],[-74.0959382,4.4879749],[-74.096024,4.487654],[-74.0960884,4.4874],[-74.0962386,4.4872034],[-74.0962922,4.4868164],[-74.0962493,4.4866282],[-74.0961313,4.4863951],[-74.0961045,4.4862261],[-74.0961205,4.486055],[-74.0961796,4.48567],[-74.0966731,4.4855094],[-74.0970594,4.4853598],[-74.0972953,4.4851406],[-74.0975529,4.4849747],[-74.0978104,4.4849159],[-74.0978962,4.4848998],[-74.0980625,4.4849052],[-74.098379,4.4850015],[-74.0985399,4.484948],[-74.0986258,4.4848197],[-74.0987331,4.4846967],[-74.0996986,4.4850443],[-74.1003585,4.4853117],[-74.1000634,4.4856753],[-74.0998918,4.4859267],[-74.0997255,4.4859534],[-74.0993017,4.4859962],[-74.0986687,4.4863439],[-74.098519,4.486459]]]}"
12,DOÑA LILIANA,Usme,1990,240,500,1990,Si,Menos del 50%,2015-12-08T22:27:09.656Z,Si,Si,No,No,Si,No,Si,No,POINT (-74.0926330555556 4.51009027777778),"POLYGON((-74.0932 4.509771,-74.0931166 4.5100991,-74.0931567 4.51042,-74.0931649 4.5106152,-74.093154 4.5108906,-74.0928483 4.5109414,-74.0925962 4.5110243,-74.092057 4.5110537,-74.0920597 4.5108238,-74.0920758 4.5104574,-74.0920705 4.5099494,-74.0920785 4.5096232,-74.0920785 4.5094815,-74.0921348 4.5094039,-74.0925077 4.5092167,-74.0929421 4.5091098,-74.093223 4.509101,-74.0932211 4.5092569,-74.0932184 4.5096178,-74.0932 4.509771))","{""type"":""Polygon"",""coordinates"":[[[-74.0932,4.509771],[-74.0931166,4.5100991],[-74.0931567,4.51042],[-74.0931649,4.5106152],[-74.093154,4.5108906],[-74.0928483,4.5109414],[-74.0925962,4.5110243],[-74.092057,4.5110537],[-74.0920597,4.5108238],[-74.0920758,4.5104574],[-74.0920705,4.5099494],[-74.0920785,4.5096232],[-74.0920785,4.5094815],[-74.0921348,4.5094039],[-74.0925077,4.5092167],[-74.0929421,4.5091098],[-74.093223,4.509101],[-74.0932211,4.5092569],[-74.0932184,4.5096178],[-74.0932,4.509771]]]}"
13,El Refugio,Usme,1992,380,1180,1992,Si,Menos del 50%,2015-12-08T22:28:29.530Z,Si,Si,No,No,Si,No,Si,Si,POINT (-74.0972136111111 4.48901388888889),"POLYGON((-74.0983683 4.490082,-74.097746 4.4905473,-74.0974885 4.4907131,-74.0971023 4.4911142,-74.0968931 4.4908521,-74.0967858 4.4901622,-74.0965819 4.4896328,-74.0964961 4.48936,-74.09648 4.4891622,-74.09648 4.4888627,-74.0962547 4.4888573,-74.0962064 4.4889964,-74.0961903 4.4892852,-74.0959275 4.4894563,-74.0957451 4.4891033,-74.0958095 4.4889536,-74.0957826 4.4888038,-74.0957183 4.4886862,-74.0956217 4.4884455,-74.0957129 4.4882316,-74.0958148 4.4880979,-74.0959382 4.4879749,-74.0961689 4.4879856,-74.0966033 4.487884,-74.0969789 4.4877771,-74.0977514 4.4875043,-74.098363 4.4873331,-74.0984112 4.4875417,-74.0983415 4.4878573,-74.0981966 4.4880712,-74.0982771 4.4881995,-74.0981805 4.4883386,-74.0981323 4.4884937,-74.0981376 4.4889857,-74.0982074 4.4893654,-74.0983039 4.4898467,-74.0983683 4.490082))","{""type"":""Polygon"",""coordinates"":[[[-74.0983683,4.490082],[-74.097746,4.4905473],[-74.0974885,4.4907131],[-74.0971023,4.4911142],[-74.0968931,4.4908521],[-74.0967858,4.4901622],[-74.0965819,4.4896328],[-74.0964961,4.48936],[-74.09648,4.4891622],[-74.09648,4.4888627],[-74.0962547,4.4888573],[-74.0962064,4.4889964],[-74.0961903,4.4892852],[-74.0959275,4.4894563],[-74.0957451,4.4891033],[-74.0958095,4.4889536],[-74.0957826,4.4888038],[-74.0957183,4.4886862],[-74.0956217,4.4884455],[-74.0957129,4.4882316],[-74.0958148,4.4880979],[-74.0959382,4.4879749],[-74.0961689,4.4879856],[-74.0966033,4.487884],[-74.0969789,4.4877771],[-74.0977514,4.4875043],[-74.098363,4.4873331],[-74.0984112,4.4875417],[-74.0983415,4.4878573],[-74.0981966,4.4880712],[-74.0982771,4.4881995],[-74.0981805,4.4883386],[-74.0981323,4.4884937],[-74.0981376,4.4889857],[-74.0982074,4.4893654],[-74.0983039,4.4898467],[-74.0983683,4.490082]]]}"
14,El Tuno,Usme,,400,1300000,,Si,Menos del 50%,2015-12-09T16:47:07.513Z,Si,Si,No,No,Si,No,Si,No,POINT (-74.11087 4.486155),"POLYGON((-74.1115272 4.4871192,-74.1109371 4.4873171,-74.1103524 4.4874401,-74.1099608 4.4873759,-74.1097891 4.4873225,-74.1098106 4.487146,-74.1102022 4.4868037,-74.1103256 4.4867021,-74.1103685 4.4865791,-74.1103095 4.4861459,-74.1106313 4.4859962,-74.1104221 4.4854881,-74.1100681 4.484595,-74.1108352 4.4845682,-74.1109103 4.4845789,-74.1109747 4.4846485,-74.1110122 4.4849052,-74.1110551 4.4851886,-74.1112268 4.4854507,-74.1113663 4.4856967,-74.1114092 4.4858464,-74.1114414 4.4860924,-74.1114897 4.4865524,-74.1115272 4.4871192))","{""type"":""Polygon"",""coordinates"":[[[-74.1115272,4.4871192],[-74.1109371,4.4873171],[-74.1103524,4.4874401],[-74.1099608,4.4873759],[-74.1097891,4.4873225],[-74.1098106,4.487146],[-74.1102022,4.4868037],[-74.1103256,4.4867021],[-74.1103685,4.4865791],[-74.1103095,4.4861459],[-74.1106313,4.4859962],[-74.1104221,4.4854881],[-74.1100681,4.484595],[-74.1108352,4.4845682],[-74.1109103,4.4845789],[-74.1109747,4.4846485],[-74.1110122,4.4849052],[-74.1110551,4.4851886],[-74.1112268,4.4854507],[-74.1113663,4.4856967],[-74.1114092,4.4858464],[-74.1114414,4.4860924],[-74.1114897,4.4865524],[-74.1115272,4.4871192]]]}"
15,lA FISCALA ALTA- QUEBRADA SECA,Usme,1975,15,60,1975,No,,2015-12-08T22:33:36.000Z,No,No,No,No,No,Si,Si,No,POINT (-74.1054383333333 4.53101611111111),"POLYGON((-74.1088557 4.5418644,-74.1086411 4.5419767,-74.1077775 4.5421104,-74.1074932 4.541704,-74.107385 4.541553,-74.1071874 4.5416986,-74.1068977 4.5415061,-74.1067851 4.5413243,-74.1070104 4.5410034,-74.1070586 4.5409928,-74.1072196 4.5409607,-74.1073966 4.5409981,-74.1075683 4.5409339,-74.1076916 4.5408965,-74.1073805 4.5401906,-74.1074878 4.5401211,-74.1074395 4.5399928,-74.1076219 4.5399767,-74.107756 4.5401853,-74.1081744 4.5399821,-74.1087002 4.5399125,-74.1089415 4.5403029,-74.109655 4.5413618,-74.1088557 4.5418644))","{""type"":""Polygon"",""coordinates"":[[[-74.1088557,4.5418644],[-74.1086411,4.5419767],[-74.1077775,4.5421104],[-74.1074932,4.541704],[-74.107385,4.541553],[-74.1071874,4.5416986],[-74.1068977,4.5415061],[-74.1067851,4.5413243],[-74.1070104,4.5410034],[-74.1070586,4.5409928],[-74.1072196,4.5409607],[-74.1073966,4.5409981],[-74.1075683,4.5409339],[-74.1076916,4.5408965],[-74.1073805,4.5401906],[-74.1074878,4.5401211],[-74.1074395,4.5399928],[-74.1076219,4.5399767],[-74.107756,4.5401853],[-74.1081744,4.5399821],[-74.1087002,4.5399125],[-74.1089415,4.5403029],[-74.109655,4.5413618],[-74.1088557,4.5418644]]]}"
16,Fiscala II sector la fortuna,Usme,1992,66,300,1992,Si,Menos del 50%,2015-12-21T21:44:51.180Z,No,No,No,No,No,No,Si,Si,POINT (-74.10864 4.53793),"POLYGON((-74.1072357 4.5401211,-74.1073537 4.540335,-74.1072679 4.5404099,-74.1075307 4.5408163,-74.1073966 4.5409981,-74.1072196 4.5409607,-74.1070104 4.5410034,-74.1067851 4.5413243,-74.1068494 4.5414206,-74.1066939 4.5415436,-74.1066134 4.541458,-74.1064793 4.5415917,-74.1063559 4.541351,-74.1063452 4.5411371,-74.1063184 4.5410409,-74.1061682 4.5409232,-74.1060823 4.5408644,-74.1059911 4.5408002,-74.1058785 4.5405649,-74.1060877 4.5402548,-74.1062433 4.5399874,-74.1063988 4.5401371,-74.1064954 4.5401371,-74.1066617 4.5401371,-74.1067743 4.5400141,-74.1070265 4.540196,-74.1071123 4.5399286,-74.1069245 4.5397147,-74.1070747 4.5394526,-74.1073859 4.5396933,-74.1073591 4.5399714,-74.1072357 4.5401211))","{""type"":""Polygon"",""coordinates"":[[[-74.1072357,4.5401211],[-74.1073537,4.540335],[-74.1072679,4.5404099],[-74.1075307,4.5408163],[-74.1073966,4.5409981],[-74.1072196,4.5409607],[-74.1070104,4.5410034],[-74.1067851,4.5413243],[-74.1068494,4.5414206],[-74.1066939,4.5415436],[-74.1066134,4.541458],[-74.1064793,4.5415917],[-74.1063559,4.541351],[-74.1063452,4.5411371],[-74.1063184,4.5410409],[-74.1061682,4.5409232],[-74.1060823,4.5408644],[-74.1059911,4.5408002],[-74.1058785,4.5405649],[-74.1060877,4.5402548],[-74.1062433,4.5399874],[-74.1063988,4.5401371],[-74.1064954,4.5401371],[-74.1066617,4.5401371],[-74.1067743,4.5400141],[-74.1070265,4.540196],[-74.1071123,4.5399286],[-74.1069245,4.5397147],[-74.1070747,4.5394526],[-74.1073859,4.5396933],[-74.1073591,4.5399714],[-74.1072357,4.5401211]]]}"
17,La paz,Rafael Uribe,1980,150,750,1980,Si,Más del 50%,2015-12-09T16:51:32.340Z,Si,Si,Si,Si,Si,Si,Si,No,POINT (-74.1148419444444 4.5459375),"POLYGON((-74.1171223 4.5450463,-74.1173315 4.5453082,-74.1174978 4.5456826,-74.1166449 4.5458644,-74.1161513 4.5467628,-74.1159743 4.5468002,-74.1147298 4.5476023,-74.1141021 4.5476932,-74.1137856 4.5471638,-74.1136247 4.5468162,-74.113571 4.5465542,-74.1134423 4.5464526,-74.1132224 4.546367,-74.1130507 4.5463029,-74.1128522 4.5461157,-74.112643 4.5459339,-74.1124445 4.5457628,-74.1134584 4.5445382,-74.113732 4.544212,-74.1139144 4.5443403,-74.1141772 4.5444794,-74.1141236 4.5446024,-74.1140753 4.5448002,-74.1140324 4.5450516,-74.1140914 4.5451959,-74.1142094 4.545212,-74.1145474 4.5452441,-74.1150409 4.5452548,-74.1152877 4.5452655,-74.1154325 4.5452387,-74.1155505 4.5451532,-74.1157812 4.5449713,-74.116044 4.5449125,-74.1161942 4.5448056,-74.1166449 4.544704,-74.1169184 4.5445649,-74.1171223 4.5450463))","{""type"":""Polygon"",""coordinates"":[[[-74.1171223,4.5450463],[-74.1173315,4.5453082],[-74.1174978,4.5456826],[-74.1166449,4.5458644],[-74.1161513,4.5467628],[-74.1159743,4.5468002],[-74.1147298,4.5476023],[-74.1141021,4.5476932],[-74.1137856,4.5471638],[-74.1136247,4.5468162],[-74.113571,4.5465542],[-74.1134423,4.5464526],[-74.1132224,4.546367],[-74.1130507,4.5463029],[-74.1128522,4.5461157],[-74.112643,4.5459339],[-74.1124445,4.5457628],[-74.1134584,4.5445382],[-74.113732,4.544212],[-74.1139144,4.5443403],[-74.1141772,4.5444794],[-74.1141236,4.5446024],[-74.1140753,4.5448002],[-74.1140324,4.5450516],[-74.1140914,4.5451959],[-74.1142094,4.545212],[-74.1145474,4.5452441],[-74.1150409,4.5452548],[-74.1152877,4.5452655],[-74.1154325,4.5452387],[-74.1155505,4.5451532],[-74.1157812,4.5449713],[-74.116044,4.5449125],[-74.1161942,4.5448056],[-74.1166449,4.544704],[-74.1169184,4.5445649],[-74.1171223,4.5450463]]]}"
18,Pino/Tenerife,Usme,NULL,300,NULL,NULL,No,Menos del 50%,NULL,Si,Si,Si,Si,Si,No,Si,No,POINT (-74.1178036111111 4.506805),"POLYGON((-74.1169828 4.5077033,-74.1167803 4.5080616,-74.1166468 4.5082729,-74.1165104 4.5082127,-74.1162061 4.5086693,-74.1160272 4.5085553,-74.1160718 4.5084983,-74.1157562 4.5082185,-74.1155125 4.5080037,-74.1154175 4.5079551,-74.1154942 4.5078317,-74.116044 4.5070295,-74.1167951 4.5059546,-74.1169399 4.50573,-74.1170418 4.5058209,-74.1177821 4.505024,-74.1182703 4.5053075,-74.1184795 4.5054358,-74.1191608 4.5060455,-74.1193753 4.5061631,-74.1194934 4.5063289,-74.1192788 4.5064412,-74.1190213 4.5064947,-74.1188604 4.5066177,-74.1185921 4.5066605,-74.1184098 4.5066551,-74.1181415 4.5066712,-74.1178679 4.5067781,-74.1177016 4.5069493,-74.1175032 4.5072006,-74.117251 4.5074145,-74.1171384 4.507591,-74.1169828 4.5077033))","{""type"":""Polygon"",""coordinates"":[[[-74.1169828,4.5077033],[-74.1167803,4.5080616],[-74.1166468,4.5082729],[-74.1165104,4.5082127],[-74.1162061,4.5086693],[-74.1160272,4.5085553],[-74.1160718,4.5084983],[-74.1157562,4.5082185],[-74.1155125,4.5080037],[-74.1154175,4.5079551],[-74.1154942,4.5078317],[-74.116044,4.5070295],[-74.1167951,4.5059546],[-74.1169399,4.50573],[-74.1170418,4.5058209],[-74.1177821,4.505024],[-74.1182703,4.5053075],[-74.1184795,4.5054358],[-74.1191608,4.5060455],[-74.1193753,4.5061631],[-74.1194934,4.5063289],[-74.1192788,4.5064412],[-74.1190213,4.5064947],[-74.1188604,4.5066177],[-74.1185921,4.5066605],[-74.1184098,4.5066551],[-74.1181415,4.5066712],[-74.1178679,4.5067781],[-74.1177016,4.5069493],[-74.1175032,4.5072006],[-74.117251,4.5074145],[-74.1171384,4.507591],[-74.1169828,4.5077033]]]}"
19,Puerta al Llano,Usme,1974,1000,3000,1974,Si,,2015-12-08T22:41:50.483Z,Si,Si,Si,No,Si,No,Si,Si,POINT (-74.1006630555555 4.487395),"POLYGON((-74.1022092 4.4887931,-74.1010237 4.4891728,-74.1001278 4.4894349,-74.0998167 4.4882316,-74.0993875 4.4883332,-74.0985882 4.4885257,-74.0984917 4.4884241,-74.0984112 4.4881674,-74.0986526 4.4879642,-74.0985614 4.4877716,-74.0986633 4.4874722,-74.098835 4.4871138,-74.0989047 4.4869427,-74.0989798 4.4866379,-74.0990174 4.48644,-74.0991139 4.4862635,-74.099645 4.4861191,-74.0997362 4.4861512,-74.1000473 4.4860817,-74.1002673 4.4861352,-74.1004711 4.4861138,-74.1005999 4.4859266,-74.1008842 4.4855202,-74.1010559 4.4856004,-74.101662 4.4857661,-74.1022253 4.4859587,-74.1027081 4.4861244,-74.1028476 4.4862956,-74.1030836 4.4866593,-74.1028744 4.4867448,-74.1017693 4.4871994,-74.1022092 4.4887931))","{""type"":""Polygon"",""coordinates"":[[[-74.1022092,4.4887931],[-74.1010237,4.4891728],[-74.1001278,4.4894349],[-74.0998167,4.4882316],[-74.0993875,4.4883332],[-74.0985882,4.4885257],[-74.0984917,4.4884241],[-74.0984112,4.4881674],[-74.0986526,4.4879642],[-74.0985614,4.4877716],[-74.0986633,4.4874722],[-74.098835,4.4871138],[-74.0989047,4.4869427],[-74.0989798,4.4866379],[-74.0990174,4.48644],[-74.0991139,4.4862635],[-74.099645,4.4861191],[-74.0997362,4.4861512],[-74.1000473,4.4860817],[-74.1002673,4.4861352],[-74.1004711,4.4861138],[-74.1005999,4.4859266],[-74.1008842,4.4855202],[-74.1010559,4.4856004],[-74.101662,4.4857661],[-74.1022253,4.4859587],[-74.1027081,4.4861244],[-74.1028476,4.4862956],[-74.1030836,4.4866593],[-74.1028744,4.4867448],[-74.1017693,4.4871994],[-74.1022092,4.4887931]]]}"
20,San Felipe,Usme,1992,450,1200,1992,Si,Menos del 50%,2015-12-08T22:43:11.060Z,Si,Si,No,No,Si,No,No,No,POINT (-74.0989905555556 4.50164611111111),"POLYGON((-74.0981 4.5017298,-74.0980894 4.501457,-74.0978962 4.5000318,-74.0980357 4.4999596,-74.098261 4.4999382,-74.0985614 4.4999543,-74.0985829 4.5001789,-74.0985185 4.5005639,-74.098599 4.5006495,-74.0989584 4.5006548,-74.0990603 4.5006388,-74.0991729 4.5006495,-74.0993929 4.5008741,-74.0996879 4.5010292,-74.0997201 4.5012912,-74.0998489 4.5012591,-74.0999186 4.5015372,-74.1003907 4.5017618,-74.100455 4.5018902,-74.1004658 4.502056,-74.1002995 4.5021843,-74.1003639 4.502302,-74.1001654 4.5023875,-74.1002405 4.5025801,-74.0997362 4.5026924,-74.0993607 4.502794,-74.0983522 4.5029384,-74.098202 4.5029063,-74.0981805 4.5028421,-74.0984005 4.5027672,-74.0984327 4.5026068,-74.0984273 4.5023608,-74.098025 4.5024089,-74.098025 4.5022271,-74.0981001 4.5019276,-74.0981 4.5017298))","{""type"":""Polygon"",""coordinates"":[[[-74.0981,4.5017298],[-74.0980894,4.501457],[-74.0978962,4.5000318],[-74.0980357,4.4999596],[-74.098261,4.4999382],[-74.0985614,4.4999543],[-74.0985829,4.5001789],[-74.0985185,4.5005639],[-74.098599,4.5006495],[-74.0989584,4.5006548],[-74.0990603,4.5006388],[-74.0991729,4.5006495],[-74.0993929,4.5008741],[-74.0996879,4.5010292],[-74.0997201,4.5012912],[-74.0998489,4.5012591],[-74.0999186,4.5015372],[-74.1003907,4.5017618],[-74.100455,4.5018902],[-74.1004658,4.502056],[-74.1002995,4.5021843],[-74.1003639,4.502302],[-74.1001654,4.5023875],[-74.1002405,4.5025801],[-74.0997362,4.5026924],[-74.0993607,4.502794],[-74.0983522,4.5029384],[-74.098202,4.5029063],[-74.0981805,4.5028421],[-74.0984005,4.5027672],[-74.0984327,4.5026068],[-74.0984273,4.5023608],[-74.098025,4.5024089],[-74.098025,4.5022271],[-74.0981001,4.5019276],[-74.0981,4.5017298]]]}"
21,San Isidro,Usme,1991,270,110,1991,No,Menos del 50%,2015-12-09T15:29:03.500Z,Si,Si,No,Si,Si,No,Si,No,POINT (-74.0991269444444 4.50537555555556),"POLYGON((-74.1001278 4.5041203,-74.1001627 4.504385,-74.10016 4.5047112,-74.1001385 4.5050561,-74.1001064 4.5055214,-74.0996665 4.5056952,-74.0996638 4.5058182,-74.0997335 4.5057968,-74.0997523 4.5059038,-74.0996799 4.5059145,-74.0996745 4.506222,-74.0995592 4.5062139,-74.0992695 4.5062861,-74.0992507 4.5062273,-74.0986124 4.506468,-74.0985346 4.5065589,-74.0980947 4.5067674,-74.0979981 4.5065696,-74.0979499 4.5065107,-74.0981376 4.5064412,-74.0980947 4.5063289,-74.098261 4.5062754,-74.0982181 4.5061524,-74.0982825 4.5060936,-74.0982342 4.5059973,-74.0983522 4.5059546,-74.0981376 4.505131,-74.0982771 4.505024,-74.0982288 4.5048155,-74.1001278 4.5041203))","{""type"":""Polygon"",""coordinates"":[[[-74.1001278,4.5041203],[-74.1001627,4.504385],[-74.10016,4.5047112],[-74.1001385,4.5050561],[-74.1001064,4.5055214],[-74.0996665,4.5056952],[-74.0996638,4.5058182],[-74.0997335,4.5057968],[-74.0997523,4.5059038],[-74.0996799,4.5059145],[-74.0996745,4.506222],[-74.0995592,4.5062139],[-74.0992695,4.5062861],[-74.0992507,4.5062273],[-74.0986124,4.506468],[-74.0985346,4.5065589],[-74.0980947,4.5067674],[-74.0979981,4.5065696],[-74.0979499,4.5065107],[-74.0981376,4.5064412],[-74.0980947,4.5063289],[-74.098261,4.5062754],[-74.0982181,4.5061524],[-74.0982825,4.5060936],[-74.0982342,4.5059973],[-74.0983522,4.5059546],[-74.0981376,4.505131],[-74.0982771,4.505024],[-74.0982288,4.5048155],[-74.1001278,4.5041203]]]}"
22,San Martín,Rafael Uribe,2009,,,2009,Si,,2015-12-09T16:50:28.780Z,No,No,Si,Si,No,No,Si,Si,POINT (-74.1043130555556 4.53852083333333),"POLYGON((-74.1062433 4.5399874,-74.1058785 4.5405649,-74.1055995 4.5404045,-74.1054225 4.5403992,-74.1052723 4.5402655,-74.1051704 4.5401639,-74.1049826 4.540073,-74.1045213 4.5398323,-74.1041672 4.5395703,-74.10384 4.5392494,-74.1035396 4.5388644,-74.1033089 4.5386398,-74.1030943 4.5384313,-74.1029763 4.5383136,-74.102928 4.5382067,-74.1029066 4.5381104,-74.1028208 4.5379874,-74.1026706 4.5378911,-74.1026169 4.5377788,-74.1026276 4.5376665,-74.1025203 4.5374687,-74.1024452 4.5373617,-74.1023326 4.5372708,-74.1022146 4.5371692,-74.102177 4.5371318,-74.1023272 4.5370195,-74.1023004 4.5366986,-74.1024721 4.5366131,-74.102574 4.5365703,-74.1027671 4.5366024,-74.1030514 4.5366452,-74.1033947 4.536704,-74.103406 4.536845,-74.103325 4.5369714,-74.1032821 4.5370569,-74.1032606 4.5371639,-74.1033304 4.5372922,-74.1035557 4.5374366,-74.1036683 4.5375596,-74.103781 4.5376933,-74.1039795 4.5374419,-74.1039205 4.537351,-74.1040385 4.5371799,-74.104135 4.5372387,-74.1042477 4.5370837,-74.1044837 4.5372922,-74.1046715 4.5374259,-74.1047573 4.5373243,-74.1048324 4.5373724,-74.1049075 4.5376024,-74.1049719 4.5378163,-74.1050738 4.5381532,-74.1051435 4.5382815,-74.1053206 4.5382494,-74.1053742 4.5383564,-74.1053742 4.5384473,-74.1052777 4.5385222,-74.1055083 4.5387735,-74.1055673 4.5387254,-74.1057873 4.5388644,-74.10568 4.5389821,-74.105836 4.539251,-74.1058838 4.5391211,-74.1061145 4.5394473,-74.1060179 4.5395061,-74.1061735 4.5397682,-74.1062433 4.5399874))","{""type"":""Polygon"",""coordinates"":[[[-74.1062433,4.5399874],[-74.1058785,4.5405649],[-74.1055995,4.5404045],[-74.1054225,4.5403992],[-74.1052723,4.5402655],[-74.1051704,4.5401639],[-74.1049826,4.540073],[-74.1045213,4.5398323],[-74.1041672,4.5395703],[-74.10384,4.5392494],[-74.1035396,4.5388644],[-74.1033089,4.5386398],[-74.1030943,4.5384313],[-74.1029763,4.5383136],[-74.102928,4.5382067],[-74.1029066,4.5381104],[-74.1028208,4.5379874],[-74.1026706,4.5378911],[-74.1026169,4.5377788],[-74.1026276,4.5376665],[-74.1025203,4.5374687],[-74.1024452,4.5373617],[-74.1023326,4.5372708],[-74.1022146,4.5371692],[-74.102177,4.5371318],[-74.1023272,4.5370195],[-74.1023004,4.5366986],[-74.1024721,4.5366131],[-74.102574,4.5365703],[-74.1027671,4.5366024],[-74.1030514,4.5366452],[-74.1033947,4.536704],[-74.103406,4.536845],[-74.103325,4.5369714],[-74.1032821,4.5370569],[-74.1032606,4.5371639],[-74.1033304,4.5372922],[-74.1035557,4.5374366],[-74.1036683,4.5375596],[-74.103781,4.5376933],[-74.1039795,4.5374419],[-74.1039205,4.537351],[-74.1040385,4.5371799],[-74.104135,4.5372387],[-74.1042477,4.5370837],[-74.1044837,4.5372922],[-74.1046715,4.5374259],[-74.1047573,4.5373243],[-74.1048324,4.5373724],[-74.1049075,4.5376024],[-74.1049719,4.5378163],[-74.1050738,4.5381532],[-74.1051435,4.5382815],[-74.1053206,4.5382494],[-74.1053742,4.5383564],[-74.1053742,4.5384473],[-74.1052777,4.5385222],[-74.1055083,4.5387735],[-74.1055673,4.5387254],[-74.1057873,4.5388644],[-74.10568,4.5389821],[-74.105836,4.539251],[-74.1058838,4.5391211],[-74.1061145,4.5394473],[-74.1060179,4.5395061],[-74.1061735,4.5397682],[-74.1062433,4.5399874]]]}"
23,Sierra Morena,Usme,1987,470,485,1987,Si,Más del 50%,2015-12-09T15:30:53.296Z,Si,Si,No,No,Si,No,Si,Si,POINT (-74.0972341666667 4.50083194444444),"POLYGON((-74.0981 4.5017298,-74.098025 4.5017672,-74.0979928 4.5023982,-74.0977513 4.502441,-74.0975422 4.5024571,-74.0973222 4.5017565,-74.0973169 4.5017084,-74.0971828 4.501687,-74.0971237 4.5016335,-74.0970594 4.501564,-74.0968448 4.5015907,-74.0968341 4.5014784,-74.0967751 4.5014624,-74.0966839 4.5012164,-74.0966302 4.5009383,-74.0966034 4.5008046,-74.0964478 4.5007511,-74.0963888 4.5004356,-74.0963674 4.5002858,-74.0962923 4.5002805,-74.0962493 4.5002484,-74.0962279 4.5000238,-74.0961099 4.4999061,-74.0960187 4.4997243,-74.0959811 4.4996655,-74.0960294 4.4995371,-74.0961474 4.499489,-74.0962654 4.4995478,-74.0964693 4.4995692,-74.0965337 4.4995906,-74.0967107 4.4996815,-74.0968877 4.4997564,-74.0970004 4.4998152,-74.0971828 4.4998152,-74.0973759 4.4998794,-74.0975958 4.5000077,-74.0977138 4.5000666,-74.0978962 4.5000318,-74.0979606 4.5005907,-74.0980894 4.501457,-74.0981 4.5017298))","{""type"":""Polygon"",""coordinates"":[[[-74.0981,4.5017298],[-74.098025,4.5017672],[-74.0979928,4.5023982],[-74.0977513,4.502441],[-74.0975422,4.5024571],[-74.0973222,4.5017565],[-74.0973169,4.5017084],[-74.0971828,4.501687],[-74.0971237,4.5016335],[-74.0970594,4.501564],[-74.0968448,4.5015907],[-74.0968341,4.5014784],[-74.0967751,4.5014624],[-74.0966839,4.5012164],[-74.0966302,4.5009383],[-74.0966034,4.5008046],[-74.0964478,4.5007511],[-74.0963888,4.5004356],[-74.0963674,4.5002858],[-74.0962923,4.5002805],[-74.0962493,4.5002484],[-74.0962279,4.5000238],[-74.0961099,4.4999061],[-74.0960187,4.4997243],[-74.0959811,4.4996655],[-74.0960294,4.4995371],[-74.0961474,4.499489],[-74.0962654,4.4995478],[-74.0964693,4.4995692],[-74.0965337,4.4995906],[-74.0967107,4.4996815],[-74.0968877,4.4997564],[-74.0970004,4.4998152],[-74.0971828,4.4998152],[-74.0973759,4.4998794],[-74.0975958,4.5000077],[-74.0977138,4.5000666],[-74.0978962,4.5000318],[-74.0979606,4.5005907],[-74.0980894,4.501457],[-74.0981,4.5017298]]]}"
